compound, constituent, anonymized_annotator_id, rating
brass plate, plate, annotator_68, 5
brass plate, plate, annotator_64, 5
brass plate, plate, annotator_63, 5
brass plate, plate, annotator_57, 1
brass plate, plate, annotator_58, 4
brass plate, plate, annotator_55, 5
brass plate, plate, annotator_54, 4
brass plate, plate, annotator_60, 0
brass plate, plate, annotator_67, 1
brass plate, plate, annotator_59, 4
brass plate, plate, annotator_66, 3
brass plate, plate, annotator_61, 0
brass plate, plate, annotator_65, 4
brass plate, brass, annotator_56, 5
brass plate, brass, annotator_66, 5
brass plate, brass, annotator_61, 5
brass plate, brass, annotator_54, 4
brass plate, brass, annotator_58, 5
brass plate, brass, annotator_59, 5
brass plate, plate, annotator_56, 5
brass plate, plate, annotator_62, 5
copper plate, copper, annotator_55, 5
copper plate, copper, annotator_68, 5
copper plate, copper, annotator_62, 5
copper plate, copper, annotator_67, 5
copper plate, copper, annotator_64, 5
copper plate, copper, annotator_60, 0
copper plate, copper, annotator_61, 5
copper plate, copper, annotator_65, 5
copper plate, copper, annotator_58, 5
copper plate, copper, annotator_54, 4
copper plate, copper, annotator_63, 4
copper plate, copper, annotator_56, 5
copper plate, copper, annotator_59, 5
copper plate, plate, annotator_62, 4
copper plate, plate, annotator_64, 5
copper plate, plate, annotator_66, 3
copper plate, plate, annotator_57, 1
copper plate, plate, annotator_59, 4
copper plate, plate, annotator_65, 4
copper plate, copper, annotator_57, 5
copper plate, plate, annotator_54, 4
copper plate, plate, annotator_61, 0
copper plate, plate, annotator_55, 5
copper plate, plate, annotator_60, 0
copper plate, plate, annotator_67, 2
copper plate, plate, annotator_56, 5
copper plate, plate, annotator_58, 4
copper plate, plate, annotator_63, 4
copper plate, plate, annotator_68, 5
copper plate, copper, annotator_66, 5
expansion apparatus, apparatus, annotator_62, 0
expansion apparatus, expansion, annotator_68, 5
expansion apparatus, apparatus, annotator_55, 5
expansion apparatus, apparatus, annotator_68, 5
expansion apparatus, apparatus, annotator_67, 1
expansion apparatus, apparatus, annotator_59, 5
expansion apparatus, apparatus, annotator_66, 5
expansion apparatus, expansion, annotator_61, 0
expansion apparatus, apparatus, annotator_60, 5
expansion apparatus, apparatus, annotator_56, 3
expansion apparatus, apparatus, annotator_64, 5
expansion apparatus, apparatus, annotator_63, 5
expansion apparatus, apparatus, annotator_65, 4
expansion apparatus, apparatus, annotator_54, 5
expansion apparatus, apparatus, annotator_61, 0
expansion apparatus, apparatus, annotator_58, 4
expansion apparatus, expansion, annotator_57, 5
expansion apparatus, expansion, annotator_62, 0
expansion apparatus, expansion, annotator_64, 5
expansion apparatus, expansion, annotator_60, 5
expansion apparatus, expansion, annotator_56, 3
expansion apparatus, expansion, annotator_55, 5
expansion apparatus, expansion, annotator_63, 0
expansion apparatus, expansion, annotator_58, 3
expansion apparatus, expansion, annotator_54, 5
expansion apparatus, expansion, annotator_66, 5
expansion apparatus, expansion, annotator_65, 5
expansion apparatus, expansion, annotator_59, 5
expansion apparatus, expansion, annotator_67, 5
expansion apparatus, apparatus, annotator_57, 4
faraday cylinder, faraday, annotator_68, 4
faraday cylinder, faraday, annotator_67, 4
faraday cylinder, faraday, annotator_60, 0
faraday cylinder, faraday, annotator_61, 5
faraday cylinder, faraday, annotator_58, 3
faraday cylinder, faraday, annotator_55, 5
faraday cylinder, faraday, annotator_56, 5
faraday cylinder, faraday, annotator_63, 1
faraday cylinder, faraday, annotator_64, 5
faraday cylinder, faraday, annotator_62, 5
faraday cylinder, faraday, annotator_59, 5
faraday cylinder, faraday, annotator_57, 5
faraday cylinder, faraday, annotator_66, 2
faraday cylinder, faraday, annotator_54, 0
faraday cylinder, faraday, annotator_65, 1
faraday cylinder, cylinder, annotator_64, 5
faraday cylinder, cylinder, annotator_56, 5
faraday cylinder, cylinder, annotator_57, 0
faraday cylinder, cylinder, annotator_68, 5
faraday cylinder, cylinder, annotator_60, 0
faraday cylinder, cylinder, annotator_63, 4
faraday cylinder, cylinder, annotator_65, 2
faraday cylinder, cylinder, annotator_67, 4
faraday cylinder, cylinder, annotator_59, 5
faraday cylinder, cylinder, annotator_54, 0
faraday cylinder, cylinder, annotator_55, 5
faraday cylinder, cylinder, annotator_62, 2
faraday cylinder, cylinder, annotator_66, 5
faraday cylinder, cylinder, annotator_58, 1
faraday cylinder, cylinder, annotator_61, 5
iron cylinder, iron, annotator_61, 5
iron cylinder, iron, annotator_55, 5
iron cylinder, iron, annotator_67, 5
iron cylinder, iron, annotator_57, 5
iron cylinder, iron, annotator_66, 5
iron cylinder, iron, annotator_63, 5
iron cylinder, iron, annotator_56, 5
iron cylinder, iron, annotator_59, 5
iron cylinder, iron, annotator_54, 5
iron cylinder, cylinder, annotator_66, 5
iron cylinder, iron, annotator_65, 5
iron cylinder, iron, annotator_64, 5
iron cylinder, iron, annotator_60, 0
iron cylinder, iron, annotator_62, 5
iron cylinder, iron, annotator_58, 5
iron cylinder, iron, annotator_68, 5
iron cylinder, cylinder, annotator_60, 0
iron cylinder, cylinder, annotator_62, 5
iron cylinder, cylinder, annotator_61, 0
iron cylinder, cylinder, annotator_57, 1
iron cylinder, cylinder, annotator_63, 2
iron cylinder, cylinder, annotator_65, 5
iron cylinder, cylinder, annotator_67, 5
iron cylinder, cylinder, annotator_58, 3
iron cylinder, cylinder, annotator_54, 5
iron cylinder, cylinder, annotator_59, 5
iron cylinder, cylinder, annotator_56, 5
iron cylinder, cylinder, annotator_64, 5
iron cylinder, cylinder, annotator_55, 5
iron cylinder, cylinder, annotator_68, 5
laboratory work, laboratory, annotator_55, 5
laboratory work, laboratory, annotator_67, 5
laboratory work, laboratory, annotator_57, 5
laboratory work, work, annotator_58, 5
laboratory work, laboratory, annotator_66, 5
laboratory work, laboratory, annotator_56, 5
laboratory work, laboratory, annotator_64, 5
laboratory work, laboratory, annotator_54, 5
laboratory work, laboratory, annotator_59, 5
laboratory work, laboratory, annotator_68, 5
laboratory work, laboratory, annotator_58, 5
laboratory work, laboratory, annotator_65, 4
laboratory work, laboratory, annotator_61, 0
laboratory work, laboratory, annotator_62, 0
laboratory work, laboratory, annotator_60, 0
laboratory work, work, annotator_64, 5
laboratory work, work, annotator_63, 0
laboratory work, laboratory, annotator_63, 5
laboratory work, work, annotator_68, 5
laboratory work, work, annotator_55, 5
laboratory work, work, annotator_65, 4
laboratory work, work, annotator_62, 0
laboratory work, work, annotator_61, 0
laboratory work, work, annotator_66, 4
laboratory work, work, annotator_60, 0
laboratory work, work, annotator_67, 2
laboratory work, work, annotator_54, 5
laboratory work, work, annotator_56, 5
laboratory work, work, annotator_57, 5
laboratory work, work, annotator_59, 5
nerve cell, nerve, annotator_57, 5
nerve cell, nerve, annotator_65, 5
nerve cell, nerve, annotator_56, 5
nerve cell, nerve, annotator_62, 0
nerve cell, nerve, annotator_67, 5
nerve cell, nerve, annotator_63, 5
nerve cell, nerve, annotator_60, 0
nerve cell, nerve, annotator_54, 5
nerve cell, nerve, annotator_61, 5
nerve cell, nerve, annotator_68, 5
nerve cell, nerve, annotator_55, 5
nerve cell, nerve, annotator_59, 5
nerve cell, cell, annotator_54, 5
nerve cell, nerve, annotator_66, 5
nerve cell, nerve, annotator_64, 5
nerve cell, nerve, annotator_58, 5
nerve cell, cell, annotator_59, 5
nerve cell, cell, annotator_63, 2
nerve cell, cell, annotator_66, 5
nerve cell, cell, annotator_67, 5
nerve cell, cell, annotator_64, 5
nerve cell, cell, annotator_56, 5
nerve cell, cell, annotator_60, 0
nerve cell, cell, annotator_68, 5
nerve cell, cell, annotator_62, 0
nerve cell, cell, annotator_55, 5
nerve cell, cell, annotator_57, 5
nerve cell, cell, annotator_61, 5
nerve cell, cell, annotator_58, 5
nerve cell, cell, annotator_65, 4
oxalic acid, acid, annotator_68, 5
oxalic acid, oxalic, annotator_61, 5
oxalic acid, acid, annotator_67, 5
oxalic acid, acid, annotator_59, 5
oxalic acid, acid, annotator_58, 5
oxalic acid, acid, annotator_66, 5
oxalic acid, acid, annotator_55, 5
oxalic acid, acid, annotator_57, 5
oxalic acid, acid, annotator_54, 0
oxalic acid, acid, annotator_64, 5
oxalic acid, acid, annotator_65, 4
oxalic acid, oxalic, annotator_59, 5
oxalic acid, oxalic, annotator_64, 5
oxalic acid, oxalic, annotator_62, 5
oxalic acid, acid, annotator_60, 0
oxalic acid, acid, annotator_62, 5
oxalic acid, acid, annotator_63, 4
oxalic acid, acid, annotator_61, 5
oxalic acid, oxalic, annotator_68, 5
oxalic acid, oxalic, annotator_66, 5
oxalic acid, acid, annotator_56, 5
oxalic acid, oxalic, annotator_63, 1
oxalic acid, oxalic, annotator_54, 0
oxalic acid, oxalic, annotator_56, 5
oxalic acid, oxalic, annotator_65, 4
oxalic acid, oxalic, annotator_67, 2
oxalic acid, oxalic, annotator_58, 3
oxalic acid, oxalic, annotator_60, 0
oxalic acid, oxalic, annotator_55, 5
oxalic acid, oxalic, annotator_57, 5
paraffin series, paraffin, annotator_62, 1
paraffin series, paraffin, annotator_68, 5
paraffin series, paraffin, annotator_56, 1
paraffin series, paraffin, annotator_60, 5
paraffin series, paraffin, annotator_61, 0
paraffin series, series, annotator_61, 0
paraffin series, series, annotator_60, 5
paraffin series, series, annotator_67, 2
paraffin series, series, annotator_54, 5
paraffin series, series, annotator_58, 0
paraffin series, series, annotator_57, 1
paraffin series, series, annotator_55, 5
paraffin series, series, annotator_68, 5
paraffin series, series, annotator_62, 0
paraffin series, series, annotator_59, 3
paraffin series, series, annotator_65, 5
paraffin series, series, annotator_63, 5
paraffin series, series, annotator_66, 0
paraffin series, series, annotator_64, 3
paraffin series, series, annotator_56, 5
paraffin series, paraffin, annotator_63, 2
paraffin series, paraffin, annotator_64, 3
paraffin series, paraffin, annotator_55, 5
paraffin series, paraffin, annotator_66, 3
paraffin series, paraffin, annotator_65, 5
paraffin series, paraffin, annotator_59, 5
paraffin series, paraffin, annotator_54, 0
paraffin series, paraffin, annotator_58, 0
paraffin series, paraffin, annotator_57, 5
paraffin series, paraffin, annotator_67, 2
platinum salt, salt, annotator_67, 5
platinum salt, platinum, annotator_61, 5
platinum salt, platinum, annotator_59, 4
platinum salt, platinum, annotator_60, 0
platinum salt, platinum, annotator_67, 5
platinum salt, platinum, annotator_68, 5
platinum salt, platinum, annotator_57, 0
platinum salt, platinum, annotator_55, 5
platinum salt, platinum, annotator_62, 0
platinum salt, platinum, annotator_66, 3
platinum salt, platinum, annotator_64, 1
platinum salt, platinum, annotator_56, 2
platinum salt, platinum, annotator_63, 0
platinum salt, salt, annotator_61, 0
platinum salt, platinum, annotator_58, 4
platinum salt, salt, annotator_55, 5
platinum salt, salt, annotator_56, 5
platinum salt, salt, annotator_54, 1
platinum salt, salt, annotator_63, 5
platinum salt, salt, annotator_57, 0
platinum salt, salt, annotator_58, 4
platinum salt, salt, annotator_68, 5
platinum salt, salt, annotator_65, 4
platinum salt, salt, annotator_62, 0
platinum salt, salt, annotator_66, 5
platinum salt, salt, annotator_64, 4
platinum salt, salt, annotator_59, 5
platinum salt, platinum, annotator_65, 4
platinum salt, platinum, annotator_54, 1
platinum salt, salt, annotator_60, 0
quartz plate, plate, annotator_57, 3
quartz plate, quartz, annotator_66, 5
quartz plate, plate, annotator_58, 3
quartz plate, plate, annotator_66, 3
quartz plate, plate, annotator_62, 0
quartz plate, quartz, annotator_58, 5
quartz plate, plate, annotator_63, 0
quartz plate, quartz, annotator_59, 5
quartz plate, quartz, annotator_63, 5
quartz plate, plate, annotator_64, 5
quartz plate, quartz, annotator_57, 5
quartz plate, quartz, annotator_62, 0
quartz plate, plate, annotator_60, 0
quartz plate, quartz, annotator_68, 5
quartz plate, quartz, annotator_60, 0
quartz plate, quartz, annotator_54, 5
quartz plate, quartz, annotator_67, 5
quartz plate, quartz, annotator_65, 5
quartz plate, quartz, annotator_56, 5
quartz plate, quartz, annotator_55, 5
quartz plate, quartz, annotator_64, 5
quartz plate, plate, annotator_56, 5
quartz plate, quartz, annotator_61, 5
quartz plate, plate, annotator_65, 3
quartz plate, plate, annotator_68, 5
quartz plate, plate, annotator_55, 5
quartz plate, plate, annotator_61, 0
quartz plate, plate, annotator_59, 5
quartz plate, plate, annotator_54, 5
quartz plate, plate, annotator_67, 0
rain water, rain, annotator_66, 5
rain water, rain, annotator_64, 5
rain water, rain, annotator_67, 5
rain water, water, annotator_67, 5
rain water, water, annotator_65, 5
rain water, water, annotator_58, 5
rain water, water, annotator_64, 5
rain water, water, annotator_66, 5
rain water, water, annotator_59, 5
rain water, water, annotator_60, 5
rain water, water, annotator_54, 5
rain water, water, annotator_63, 5
rain water, rain, annotator_57, 5
rain water, rain, annotator_61, 5
rain water, water, annotator_68, 5
rain water, water, annotator_57, 5
rain water, water, annotator_61, 5
rain water, rain, annotator_63, 5
rain water, rain, annotator_60, 0
rain water, water, annotator_55, 5
rain water, rain, annotator_58, 5
rain water, rain, annotator_62, 5
rain water, water, annotator_62, 5
rain water, water, annotator_56, 5
rain water, rain, annotator_59, 5
rain water, rain, annotator_55, 5
rain water, rain, annotator_54, 5
rain water, rain, annotator_65, 5
rain water, rain, annotator_68, 5
rain water, rain, annotator_56, 5
sea water, water, annotator_63, 4
sea water, water, annotator_59, 5
sea water, water, annotator_57, 5
sea water, water, annotator_62, 5
sea water, water, annotator_56, 5
sea water, water, annotator_66, 5
sea water, water, annotator_67, 5
sea water, water, annotator_60, 0
sea water, water, annotator_58, 5
sea water, water, annotator_54, 5
sea water, water, annotator_61, 5
sea water, water, annotator_55, 5
sea water, water, annotator_68, 5
sea water, sea, annotator_55, 5
sea water, water, annotator_64, 5
sea water, water, annotator_65, 5
sea water, sea, annotator_57, 5
sea water, sea, annotator_54, 5
sea water, sea, annotator_66, 5
sea water, sea, annotator_63, 5
sea water, sea, annotator_64, 5
sea water, sea, annotator_56, 5
sea water, sea, annotator_68, 5
sea water, sea, annotator_60, 0
sea water, sea, annotator_65, 5
sea water, sea, annotator_61, 5
sea water, sea, annotator_58, 5
sea water, sea, annotator_62, 5
sea water, sea, annotator_59, 5
sea water, sea, annotator_67, 5
section area, section, annotator_55, 5
section area, section, annotator_56, 5
section area, section, annotator_58, 4
section area, section, annotator_60, 5
section area, section, annotator_57, 5
section area, section, annotator_62, 2
section area, section, annotator_61, 5
section area, section, annotator_66, 5
section area, section, annotator_54, 1
section area, section, annotator_63, 1
section area, section, annotator_65, 3
section area, section, annotator_67, 4
section area, section, annotator_59, 5
section area, area, annotator_61, 0
section area, area, annotator_57, 5
section area, area, annotator_55, 5
section area, area, annotator_65, 4
section area, area, annotator_63, 4
section area, section, annotator_68, 5
section area, area, annotator_68, 5
section area, section, annotator_64, 5
section area, area, annotator_56, 5
section area, area, annotator_58, 4
section area, area, annotator_62, 3
section area, area, annotator_64, 5
section area, area, annotator_59, 5
section area, area, annotator_60, 5
section area, area, annotator_66, 4
section area, area, annotator_54, 1
section area, area, annotator_67, 4
sodium line, sodium, annotator_67, 4
sodium line, sodium, annotator_55, 5
sodium line, sodium, annotator_60, 0
sodium line, sodium, annotator_68, 5
sodium line, sodium, annotator_65, 5
sodium line, sodium, annotator_59, 5
sodium line, sodium, annotator_58, 5
sodium line, sodium, annotator_66, 5
sodium line, sodium, annotator_63, 5
sodium line, sodium, annotator_62, 4
sodium line, sodium, annotator_57, 5
sodium line, sodium, annotator_64, 5
sodium line, sodium, annotator_56, 5
sodium line, sodium, annotator_61, 0
sodium line, sodium, annotator_54, 5
sodium line, line, annotator_60, 0
sodium line, line, annotator_65, 4
sodium line, line, annotator_59, 3
sodium line, line, annotator_63, 1
sodium line, line, annotator_55, 5
sodium line, line, annotator_58, 1
sodium line, line, annotator_64, 5
sodium line, line, annotator_68, 5
sodium line, line, annotator_56, 1
sodium line, line, annotator_62, 0
sodium line, line, annotator_67, 0
sodium line, line, annotator_57, 1
sodium line, line, annotator_66, 3
sodium line, line, annotator_61, 0
sodium line, line, annotator_54, 3
steel point, point, annotator_55, 5
steel point, steel, annotator_56, 5
steel point, steel, annotator_65, 3
steel point, steel, annotator_64, 5
steel point, steel, annotator_59, 5
steel point, steel, annotator_67, 5
steel point, point, annotator_56, 5
steel point, steel, annotator_54, 4
steel point, steel, annotator_61, 0
steel point, steel, annotator_58, 2
steel point, steel, annotator_62, 1
steel point, steel, annotator_63, 4
steel point, steel, annotator_60, 0
steel point, steel, annotator_55, 5
steel point, steel, annotator_68, 5
steel point, point, annotator_68, 5
steel point, steel, annotator_57, 5
steel point, point, annotator_54, 3
steel point, point, annotator_67, 1
steel point, point, annotator_59, 3
steel point, point, annotator_60, 0
steel point, point, annotator_66, 5
steel point, point, annotator_58, 2
steel point, point, annotator_61, 0
steel point, point, annotator_65, 0
steel point, steel, annotator_66, 4
steel point, point, annotator_63, 0
steel point, point, annotator_64, 5
steel point, point, annotator_57, 1
steel point, point, annotator_62, 0
surface temperature, temperature, annotator_66, 5
surface temperature, surface, annotator_64, 5
surface temperature, surface, annotator_63, 1
surface temperature, temperature, annotator_57, 5
surface temperature, surface, annotator_67, 2
surface temperature, surface, annotator_58, 5
surface temperature, surface, annotator_60, 0
surface temperature, surface, annotator_62, 0
surface temperature, surface, annotator_56, 5
surface temperature, surface, annotator_65, 4
surface temperature, surface, annotator_59, 5
surface temperature, surface, annotator_57, 5
surface temperature, temperature, annotator_64, 5
surface temperature, surface, annotator_66, 5
surface temperature, surface, annotator_54, 5
surface temperature, surface, annotator_68, 5
surface temperature, temperature, annotator_56, 5
surface temperature, temperature, annotator_67, 4
surface temperature, surface, annotator_61, 5
surface temperature, temperature, annotator_68, 5
surface temperature, temperature, annotator_58, 5
surface temperature, temperature, annotator_60, 0
surface temperature, temperature, annotator_62, 0
surface temperature, temperature, annotator_63, 5
surface temperature, surface, annotator_55, 5
surface temperature, temperature, annotator_54, 5
surface temperature, temperature, annotator_65, 5
surface temperature, temperature, annotator_59, 5
surface temperature, temperature, annotator_61, 5
surface temperature, temperature, annotator_55, 5
temperature effect, temperature, annotator_57, 4
temperature effect, temperature, annotator_59, 5
temperature effect, temperature, annotator_58, 5
temperature effect, temperature, annotator_55, 5
temperature effect, temperature, annotator_66, 5
temperature effect, temperature, annotator_61, 5
temperature effect, temperature, annotator_67, 5
temperature effect, temperature, annotator_63, 5
temperature effect, temperature, annotator_62, 5
temperature effect, temperature, annotator_54, 4
temperature effect, temperature, annotator_65, 4
temperature effect, temperature, annotator_56, 5
temperature effect, temperature, annotator_64, 5
temperature effect, temperature, annotator_60, 0
temperature effect, temperature, annotator_68, 5
temperature effect, effect, annotator_55, 5
temperature effect, effect, annotator_62, 1
temperature effect, effect, annotator_64, 5
temperature effect, effect, annotator_65, 4
temperature effect, effect, annotator_63, 1
temperature effect, effect, annotator_68, 5
temperature effect, effect, annotator_57, 1
temperature effect, effect, annotator_54, 4
temperature effect, effect, annotator_56, 5
temperature effect, effect, annotator_67, 5
temperature effect, effect, annotator_58, 5
temperature effect, effect, annotator_59, 5
temperature effect, effect, annotator_66, 5
temperature effect, effect, annotator_60, 0
temperature effect, effect, annotator_61, 0
tin plate, plate, annotator_54, 5
tin plate, tin, annotator_54, 5
tin plate, tin, annotator_57, 4
tin plate, tin, annotator_58, 5
tin plate, tin, annotator_66, 5
tin plate, tin, annotator_59, 5
tin plate, tin, annotator_67, 5
tin plate, tin, annotator_64, 5
tin plate, tin, annotator_65, 4
tin plate, plate, annotator_56, 5
tin plate, plate, annotator_55, 5
tin plate, plate, annotator_62, 5
tin plate, plate, annotator_64, 5
tin plate, plate, annotator_59, 5
tin plate, plate, annotator_57, 4
tin plate, plate, annotator_61, 0
tin plate, plate, annotator_58, 5
tin plate, plate, annotator_66, 5
tin plate, tin, annotator_62, 5
tin plate, tin, annotator_68, 5
tin plate, plate, annotator_68, 5
tin plate, tin, annotator_61, 5
tin plate, plate, annotator_67, 3
tin plate, plate, annotator_60, 0
tin plate, plate, annotator_65, 5
tin plate, plate, annotator_63, 5
tin plate, tin, annotator_63, 4
tin plate, tin, annotator_55, 5
tin plate, tin, annotator_60, 0
tin plate, tin, annotator_56, 5
transport number, number, annotator_58, 1
transport number, number, annotator_65, 5
transport number, number, annotator_68, 4
transport number, number, annotator_61, 0
transport number, number, annotator_54, 0
transport number, number, annotator_57, 5
transport number, number, annotator_62, 0
transport number, number, annotator_59, 5
transport number, number, annotator_55, 5
transport number, number, annotator_60, 0
transport number, number, annotator_64, 5
transport number, number, annotator_66, 4
transport number, number, annotator_56, 5
transport number, transport, annotator_67, 3
transport number, transport, annotator_57, 3
transport number, number, annotator_63, 5
transport number, number, annotator_67, 3
transport number, transport, annotator_68, 5
transport number, transport, annotator_66, 5
transport number, transport, annotator_65, 4
transport number, transport, annotator_61, 0
transport number, transport, annotator_60, 0
transport number, transport, annotator_64, 5
transport number, transport, annotator_59, 5
transport number, transport, annotator_54, 5
transport number, transport, annotator_62, 0
transport number, transport, annotator_56, 5
transport number, transport, annotator_58, 3
transport number, transport, annotator_55, 5
transport number, transport, annotator_63, 4
water equivalent, water, annotator_57, 5
water equivalent, water, annotator_62, 4
water equivalent, water, annotator_64, 5
water equivalent, water, annotator_65, 3
water equivalent, water, annotator_59, 5
water equivalent, water, annotator_56, 5
water equivalent, water, annotator_63, 5
water equivalent, water, annotator_66, 3
water equivalent, equivalent, annotator_65, 4
water equivalent, water, annotator_61, 0
water equivalent, equivalent, annotator_58, 5
water equivalent, equivalent, annotator_62, 0
water equivalent, equivalent, annotator_56, 4
water equivalent, equivalent, annotator_63, 0
water equivalent, equivalent, annotator_57, 0
water equivalent, equivalent, annotator_68, 5
water equivalent, equivalent, annotator_59, 4
water equivalent, equivalent, annotator_54, 1
water equivalent, equivalent, annotator_66, 5
water equivalent, water, annotator_54, 5
water equivalent, equivalent, annotator_55, 5
water equivalent, equivalent, annotator_61, 0
water equivalent, equivalent, annotator_67, 5
water equivalent, equivalent, annotator_60, 0
water equivalent, equivalent, annotator_64, 5
water equivalent, water, annotator_60, 0
water equivalent, water, annotator_67, 3
water equivalent, water, annotator_58, 3
water equivalent, water, annotator_68, 5
water equivalent, water, annotator_55, 5
zenith distance, zenith, annotator_64, 3
zenith distance, zenith, annotator_66, 5
zenith distance, zenith, annotator_60, 0
zenith distance, zenith, annotator_68, 5
zenith distance, zenith, annotator_65, 2
zenith distance, zenith, annotator_58, 2
zenith distance, zenith, annotator_54, 0
zenith distance, zenith, annotator_56, 3
zenith distance, zenith, annotator_61, 0
zenith distance, zenith, annotator_59, 5
zenith distance, zenith, annotator_55, 5
zenith distance, zenith, annotator_57, 0
zenith distance, zenith, annotator_67, 4
zenith distance, zenith, annotator_62, 4
zenith distance, distance, annotator_55, 4
zenith distance, distance, annotator_62, 5
zenith distance, distance, annotator_57, 3
zenith distance, distance, annotator_65, 4
zenith distance, distance, annotator_56, 5
zenith distance, distance, annotator_67, 4
zenith distance, distance, annotator_60, 0
zenith distance, distance, annotator_54, 0
zenith distance, distance, annotator_64, 3
zenith distance, distance, annotator_68, 5
zenith distance, distance, annotator_66, 5
zenith distance, distance, annotator_58, 3
zenith distance, distance, annotator_63, 5
zenith distance, distance, annotator_61, 0
zenith distance, distance, annotator_59, 5
zenith distance, zenith, annotator_63, 3
absorption spectrum, absorption, annotator_5, 5
absorption spectrum, spectrum, annotator_69, 4
absorption spectrum, spectrum, annotator_10_excluded, 5
absorption spectrum, spectrum, annotator_63, 4
absorption spectrum, spectrum, annotator_70_excluded, 5
absorption spectrum, spectrum, annotator_71, 5
absorption spectrum, spectrum, annotator_72, 0
absorption spectrum, spectrum, annotator_73, 3
absorption spectrum, spectrum, annotator_5, 2
absorption spectrum, spectrum, annotator_74, 5
absorption spectrum, spectrum, annotator_75, 2
absorption spectrum, spectrum, annotator_76, 5
absorption spectrum, spectrum, annotator_77, 2
absorption spectrum, spectrum, annotator_78, 3
absorption spectrum, spectrum, annotator_24, 3
absorption spectrum, spectrum, annotator_79, 5
absorption spectrum, absorption, annotator_77, 5
absorption spectrum, absorption, annotator_10_excluded, 5
absorption spectrum, absorption, annotator_79, 0
absorption spectrum, absorption, annotator_73, 4
absorption spectrum, absorption, annotator_74, 5
absorption spectrum, absorption, annotator_71, 5
absorption spectrum, absorption, annotator_70_excluded, 5
absorption spectrum, absorption, annotator_24, 3
absorption spectrum, absorption, annotator_78, 4
absorption spectrum, absorption, annotator_72, 5
absorption spectrum, absorption, annotator_63, 2
absorption spectrum, absorption, annotator_75, 2
absorption spectrum, absorption, annotator_76, 2
absorption spectrum, absorption, annotator_69, 4
acid reaction, reaction, annotator_69, 4
acid reaction, reaction, annotator_79, 5
acid reaction, reaction, annotator_5, 3
acid reaction, reaction, annotator_76, 5
acid reaction, reaction, annotator_63, 1
acid reaction, reaction, annotator_77, 2
acid reaction, reaction, annotator_71, 5
acid reaction, reaction, annotator_74, 5
acid reaction, reaction, annotator_78, 2
acid reaction, reaction, annotator_75, 3
acid reaction, reaction, annotator_10_excluded, 5
acid reaction, reaction, annotator_70_excluded, 5
acid reaction, reaction, annotator_24, 5
acid reaction, reaction, annotator_73, 5
acid reaction, acid, annotator_77, 5
acid reaction, acid, annotator_69, 4
acid reaction, acid, annotator_24, 5
acid reaction, acid, annotator_70_excluded, 5
acid reaction, acid, annotator_5, 5
acid reaction, acid, annotator_78, 5
acid reaction, reaction, annotator_72, 5
acid reaction, acid, annotator_76, 4
acid reaction, acid, annotator_72, 5
acid reaction, acid, annotator_10_excluded, 5
acid reaction, acid, annotator_79, 1
acid reaction, acid, annotator_73, 5
acid reaction, acid, annotator_74, 5
acid reaction, acid, annotator_75, 3
acid reaction, acid, annotator_71, 5
acid reaction, acid, annotator_63, 5
arm length, length, annotator_73, 4
arm length, length, annotator_72, 5
arm length, length, annotator_76, 5
arm length, length, annotator_10_excluded, 5
arm length, length, annotator_71, 5
arm length, length, annotator_79, 5
arm length, length, annotator_75, 5
arm length, length, annotator_74, 5
arm length, length, annotator_78, 3
arm length, length, annotator_63, 4
arm length, length, annotator_24, 5
arm length, length, annotator_69, 5
arm length, length, annotator_5, 1
arm length, length, annotator_77, 4
arm length, length, annotator_70_excluded, 5
arm length, arm, annotator_74, 0
arm length, arm, annotator_71, 5
arm length, arm, annotator_77, 0
arm length, arm, annotator_5, 5
arm length, arm, annotator_78, 5
arm length, arm, annotator_72, 5
arm length, arm, annotator_10_excluded, 5
arm length, arm, annotator_73, 2
arm length, arm, annotator_76, 0
arm length, arm, annotator_63, 2
arm length, arm, annotator_69, 5
arm length, arm, annotator_70_excluded, 5
arm length, arm, annotator_79, 0
arm length, arm, annotator_75, 5
arm length, arm, annotator_24, 5
chemical compound, compound, annotator_10_excluded, 5
chemical compound, chemical, annotator_72, 5
chemical compound, chemical, annotator_75, 5
chemical compound, chemical, annotator_71, 5
chemical compound, chemical, annotator_76, 4
chemical compound, chemical, annotator_63, 5
chemical compound, compound, annotator_74, 5
chemical compound, compound, annotator_72, 5
chemical compound, compound, annotator_71, 5
chemical compound, compound, annotator_24, 5
chemical compound, compound, annotator_69, 5
chemical compound, compound, annotator_5, 3
chemical compound, compound, annotator_75, 5
chemical compound, compound, annotator_73, 0
chemical compound, compound, annotator_78, 3
chemical compound, chemical, annotator_69, 5
chemical compound, compound, annotator_76, 5
chemical compound, compound, annotator_79, 0
chemical compound, compound, annotator_77, 4
chemical compound, compound, annotator_63, 0
chemical compound, chemical, annotator_79, 5
chemical compound, chemical, annotator_73, 5
chemical compound, chemical, annotator_5, 5
chemical compound, chemical, annotator_70_excluded, 5
chemical compound, chemical, annotator_24, 5
chemical compound, chemical, annotator_10_excluded, 5
chemical compound, compound, annotator_70_excluded, 5
chemical compound, chemical, annotator_77, 4
chemical compound, chemical, annotator_78, 4
chemical compound, chemical, annotator_74, 5
chloride solution, solution, annotator_72, 5
chloride solution, solution, annotator_63, 0
